################################################################
# abuse.ch URLhaus Database Dump (CSV - online URLs only)      #
# Last updated: 2023-09-23 20:28:07 (UTC)                      #
#                                                              #
# Terms Of Use: https://urlhaus.abuse.ch/api/                  #
# For questions please contact urlhaus [at] abuse.ch           #
################################################################
#
# id,dateadded,url,url_status,last_online,threat,tags,urlhaus_link,reporter
"2713577","2023-09-23 15:02:06","http://45.128.232.121/bins/out.mips","online","2023-09-23 20:16:54","malware_download","elf,mirai","https://urlhaus.abuse.ch/url/2713577/","tolisec"
"2713578","2023-09-23 15:02:06","http://45.128.232.121/bins/out.m68k","online","2023-09-23 20:17:31","malware_download","elf","https://urlhaus.abuse.ch/url/2713578/","tolisec"
"2713579","2023-09-23 15:02:06","http://45.128.232.121/bins/out.mpsl","online","2023-09-23 19:59:36","malware_download","elf","https://urlhaus.abuse.ch/url/2713579/","tolisec"
"2713580","2023-09-23 15:02:06","http://45.128.232.121/bins/out.sh4","online","2023-09-23 19:52:48","malware_download","elf","https://urlhaus.abuse.ch/url/2713580/","tolisec"
"2713581","2023-09-23 15:02:06","http://45.128.232.121/bins/out.arm7","online","2023-09-23 20:17:57","malware_download","elf,mirai","https://urlhaus.abuse.ch/url/2713581/","tolisec"
"2713582","2023-09-23 15:02:06","http://45.128.232.121/bins/out.ppc","online","2023-09-23 20:24:52","malware_download","elf","https://urlhaus.abuse.ch/url/2713582/","tolisec"
"2713583","2023-09-23 15:02:06","http://45.128.232.121/bins/out.arm","online","2023-09-23 19:47:13","malware_download","elf,mirai","https://urlhaus.abuse.ch/url/2713583/","tolisec"
"2713574","2023-09-23 15:02:05","http://45.128.232.121/bins/out.x86_64","online","2023-09-23 20:15:40","malware_download","elf,mirai","https://urlhaus.abuse.ch/url/2713574/","tolisec"
"2713575","2023-09-23 15:02:05","http://45.128.232.121/bins/out.arm5","online","2023-09-23 20:26:47","malware_download","elf,mirai","https://urlhaus.abuse.ch/url/2713575/","tolisec"
"2713576","2023-09-23 15:02:05","http://45.128.232.121/bins/out.arm6","online","2023-09-23 20:01:17","malware_download","elf,mirai","https://urlhaus.abuse.ch/url/2713576/","tolisec"
"2713568","2023-09-23 13:26:06","http://154.27.93.228/arm","online","2023-09-23 20:22:35","malware_download","elf","https://urlhaus.abuse.ch/url/2713568/","tolisec"
"2713569","2023-09-23 13:26:06","http://154.27.93.228/mips","online","2023-09-23 20:27:06","malware_download","elf","https://urlhaus.abuse.ch/url/2713569/","tolisec"
"2713570","2023-09-23 13:26:06","http://154.27.93.228/x86","online","2023-09-23 19:55:49","malware_download","elf","https://urlhaus.abuse.ch/url/2713570/","tolisec"
"2713571","2023-09-23 13:26:06","http://154.27.93.228/arm7","online","2023-09-23 19:56:42","malware_download","elf","https://urlhaus.abuse.ch/url/2713571/","tolisec"
"2713563","2023-09-23 13:26:05","http://154.27.93.228/arm5","online","2023-09-23 20:28:03","malware_download","elf,mirai","https://urlhaus.abuse.ch/url/2713563/","tolisec"
"2713564","2023-09-23 13:26:05","http://154.27.93.228/x86_64","online","2023-09-23 20:22:49","malware_download","elf","https://urlhaus.abuse.ch/url/2713564/","tolisec"
"2713565","2023-09-23 13:26:05","http://154.27.93.228/arm6","online","2023-09-23 20:04:09","malware_download","elf","https://urlhaus.abuse.ch/url/2713565/","tolisec"
"2713566","2023-09-23 13:26:05","http://154.27.93.228/sh4","online","2023-09-23 20:28:32","malware_download","elf","https://urlhaus.abuse.ch/url/2713566/","tolisec"
"2713567","2023-09-23 13:26:05","http://154.27.93.228/mpsl","online","2023-09-23 20:20:21","malware_download","elf","https://urlhaus.abuse.ch/url/2713567/","tolisec"
"2713561","2023-09-23 12:48:05","http://1.70.191.229:62995/.i","online","2023-09-23 20:18:30","malware_download","hajime","https://urlhaus.abuse.ch/url/2713561/","geenensp"
"2713554","2023-09-23 11:55:08","http://37.234.183.59:38963/.i","online","2023-09-23 20:25:59","malware_download","hajime","https://urlhaus.abuse.ch/url/2713554/","geenensp"
"2713530","2023-09-23 11:34:06","http://182.127.221.146:41956/Mozi.m","online","2023-09-23 20:26:31","malware_download","elf,Mozi","https://urlhaus.abuse.ch/url/2713530/","lrz_urlhaus"
"2713529","2023-09-23 11:19:06","http://182.119.108.195:46252/Mozi.m","online","2023-09-23 20:26:22","malware_download","elf,Mozi","https://urlhaus.abuse.ch/url/2713529/","lrz_urlhaus"
"2713528","2023-09-23 10:49:05","http://27.215.215.58:60934/Mozi.m","online","2023-09-23 20:15:25","malware_download","elf,Mozi","https://urlhaus.abuse.ch/url/2713528/","lrz_urlhaus"
"2713527","2023-09-23 10:35:08","http://91.237.41.82:22420/.i","online","2023-09-23 20:06:39","malware_download","hajime","https://urlhaus.abuse.ch/url/2713527/","geenensp"
"2713526","2023-09-23 10:34:06","http://123.5.166.108:37948/Mozi.m","online","2023-09-23 20:04:13","malware_download","elf,Mozi","https://urlhaus.abuse.ch/url/2713526/","lrz_urlhaus"
"2713525","2023-09-23 10:31:05","http://42.230.187.179:54291/i","online","2023-09-23 19:54:10","malware_download","32-bit,elf,mips,Mozi","https://urlhaus.abuse.ch/url/2713525/","geenensp"
"2713524","2023-09-23 10:07:07","http://1.70.12.32:62029/.i","online","2023-09-23 20:18:13","malware_download","hajime","https://urlhaus.abuse.ch/url/2713524/","geenensp"
"2713523","2023-09-23 09:46:07","https://vk.com/doc52355237_666018050?hash=XOSE2yZQ2ypuS67PO5NPTg1LeB41LWUETUfvNAbRZ0c&dl=jHnOHk7Wcyq77P6EU3IblVPpOoXMaFHvgerr4hulcgw&api=1&no_preview=1#3","online","2023-09-23 20:18:46","malware_download","dropped-by-PrivateLoader,encrypted,RedLine","https://urlhaus.abuse.ch/url/2713523/","andretavare5"
"2713522","2023-09-23 09:46:05","https://vk.com/doc52355237_666057427?hash=gpFwgO5S14FcqtmqoIZKSMI2LTI021vP9tiA4yjW6DD&dl=3nbWXm4f9foGHxOM7m3oCjy4lVmXzw61yuWBtrE2EmL&api=1&no_preview=1#acotr","online","2023-09-23 20:23:24","malware_download","dropped-by-PrivateLoader,encrypted,RedLine","https://urlhaus.abuse.ch/url/2713522/","andretavare5"
"2713520","2023-09-23 09:34:08","http://77.91.68.239/dark/nsi85.exe","online","2023-09-23 20:27:43","malware_download","dropped-by-PrivateLoader,RedLineStealer","https://urlhaus.abuse.ch/url/2713520/","andretavare5"
"2713521","2023-09-23 09:34:08","https://bitbucket.org/ddag4hg34g34/hrthrthrthrth/raw/master/LicenseChecker.exe","online","2023-09-23 20:16:11","malware_download","exe","https://urlhaus.abuse.ch/url/2713521/","anonymous"
"2713518","2023-09-23 09:34:06","https://vk.com/doc52355237_666059249?hash=cJwGp5ANLPwTSeL7nzPXZ6ngMM0ZLxt41Yxu3ErXc8s&dl=2zNIblfXQqx0dHsT6H7Lj6JhC6h1RvQWIRRHZoqFYUX&api=1&no_preview=1#1ss","online","2023-09-23 20:29:40","malware_download","dropped-by-PrivateLoader,encrypted,RedLine","https://urlhaus.abuse.ch/url/2713518/","andretavare5"
"2713519","2023-09-23 09:34:06","http://194.55.224.41/c.exe","online","2023-09-23 20:26:48","malware_download","dropped-by-PrivateLoader,RedLineStealer","https://urlhaus.abuse.ch/url/2713519/","andretavare5"
"2713517","2023-09-23 09:34:05","https://vk.com/doc52355237_666036259?hash=OBiDI0zFvCmVYmLdF8pIEbmTUTJrHslBXqp8BbKBoPL&dl=oEZzzcypnQZ2tLENzmGmmgIX7Zs0DlI1Y9QY2CEsjO4&api=1&no_preview=1#1","online","2023-09-23 20:27:22","malware_download","dropped-by-PrivateLoader,encrypted,RedLine","https://urlhaus.abuse.ch/url/2713517/","andretavare5"
"2713516","2023-09-23 09:20:08","http://202.178.125.86:58564/Mozi.m","online","2023-09-23 20:23:56","malware_download","elf,Mozi","https://urlhaus.abuse.ch/url/2713516/","lrz_urlhaus"
"2713513","2023-09-23 08:53:16","http://45.95.169.247/arm7","online","2023-09-23 20:16:36","malware_download","elf,mirai","https://urlhaus.abuse.ch/url/2713513/","tolisec"
"2713512","2023-09-23 08:52:53","http://45.95.169.247/arm","online","2023-09-23 20:29:20","malware_download","elf,mirai","https://urlhaus.abuse.ch/url/2713512/","tolisec"
"2713511","2023-09-23 08:45:10","http://79.110.48.52/myn.txt","online","2023-09-23 19:53:29","malware_download","AgentTesla,ascii,Encoded","https://urlhaus.abuse.ch/url/2713511/","abuse_ch"
"2713510","2023-09-23 08:41:07","http://108.46.227.185:62180/.i","online","2023-09-23 19:57:10","malware_download","hajime","https://urlhaus.abuse.ch/url/2713510/","geenensp"
"2713501","2023-09-23 08:36:05","http://5.181.80.120/skid.mips","online","2023-09-23 20:25:51","malware_download","elf","https://urlhaus.abuse.ch/url/2713501/","abuse_ch"
"2713502","2023-09-23 08:36:05","http://5.181.80.120/skid.m68k","online","2023-09-23 20:30:01","malware_download","elf","https://urlhaus.abuse.ch/url/2713502/","abuse_ch"
"2713503","2023-09-23 08:36:05","http://5.181.80.120/skid.mpsl","online","2023-09-23 20:28:41","malware_download","elf","https://urlhaus.abuse.ch/url/2713503/","abuse_ch"
"2713504","2023-09-23 08:36:05","http://5.181.80.120/skid.ppc","online","2023-09-23 19:52:51","malware_download","elf","https://urlhaus.abuse.ch/url/2713504/","abuse_ch"
"2713505","2023-09-23 08:36:05","http://5.181.80.120/skid.arm7","online","2023-09-23 19:54:30","malware_download","elf,mirai","https://urlhaus.abuse.ch/url/2713505/","abuse_ch"
"2713506","2023-09-23 08:36:05","http://5.181.80.120/skid.spc","online","2023-09-23 20:06:36","malware_download","elf","https://urlhaus.abuse.ch/url/2713506/","abuse_ch"
"2713507","2023-09-23 08:36:05","http://5.181.80.120/skid.arm","online","2023-09-23 20:03:26","malware_download","elf,mirai","https://urlhaus.abuse.ch/url/2713507/","abuse_ch"
"2713508","2023-09-23 08:36:05","http://5.181.80.120/skid.arm5","online","2023-09-23 20:20:06","malware_download","elf,mirai","https://urlhaus.abuse.ch/url/2713508/","abuse_ch"
"2713500","2023-09-23 08:36:04","http://5.181.80.120/skid.sh4","online","2023-09-23 20:22:37","malware_download","elf","https://urlhaus.abuse.ch/url/2713500/","abuse_ch"
"2713496","2023-09-23 08:29:07","http://5.181.80.119/eramthginseggibruoy/yourbiggestnightmare.x86","online","2023-09-23 20:28:37","malware_download","elf,mirai","https://urlhaus.abuse.ch/url/2713496/","abuse_ch"
"2713497","2023-09-23 08:29:07","http://5.181.80.119/eramthginseggibruoy/yourbiggestnightmare.x86_64","online","2023-09-23 19:46:57","malware_download","elf","https://urlhaus.abuse.ch/url/2713497/","abuse_ch"
"2713498","2023-09-23 08:29:07","http://5.181.80.119/eramthginseggibruoy/yourbiggestnightmare.mips","online","2023-09-23 19:58:54","malware_download","elf","https://urlhaus.abuse.ch/url/2713498/","abuse_ch"
"2713493","2023-09-23 08:29:06","http://5.181.80.119/eramthginseggibruoy/yourbiggestnightmare.ppc","online","2023-09-23 20:16:33","malware_download","elf","https://urlhaus.abuse.ch/url/2713493/","abuse_ch"
"2713494","2023-09-23 08:29:06","http://5.181.80.119/eramthginseggibruoy/yourbiggestnightmare.i486","online","2023-09-23 20:24:58","malware_download","elf","https://urlhaus.abuse.ch/url/2713494/","abuse_ch"
"2713495","2023-09-23 08:29:06","http://5.181.80.119/eramthginseggibruoy/yourbiggestnightmare.i686","online","2023-09-23 20:22:26","malware_download","elf","https://urlhaus.abuse.ch/url/2713495/","abuse_ch"
"2713489","2023-09-23 08:29:05","http://5.181.80.119/eramthginseggibruoy/yourbiggestnightmare.mpsl","online","2023-09-23 20:29:22","malware_download","elf","https://urlhaus.abuse.ch/url/2713489/","abuse_ch"
"2713490","2023-09-23 08:29:05","http://5.181.80.119/eramthginseggibruoy/yourbiggestnightmare.spc","online","2023-09-23 19:48:00","malware_download","elf","https://urlhaus.abuse.ch/url/2713490/","abuse_ch"
"2713491","2023-09-23 08:29:05","http://5.181.80.119/eramthginseggibruoy/yourbiggestnightmare.arm5","online","2023-09-23 20:30:11","malware_download","elf","https://urlhaus.abuse.ch/url/2713491/","abuse_ch"
"2713492","2023-09-23 08:29:05","http://5.181.80.119/eramthginseggibruoy/yourbiggestnightmare.sh4","online","2023-09-23 20:19:55","malware_download","elf","https://urlhaus.abuse.ch/url/2713492/","abuse_ch"
"2713488","2023-09-23 08:28:06","http://193.42.33.63/uchefridauuuuuuuFile.vbs","online","2023-09-23 20:19:54","malware_download","AgentTesla,vbs","https://urlhaus.abuse.ch/url/2713488/","abuse_ch"
"2713487","2023-09-23 08:27:04","http://5.181.80.119/eramthginseggibruoy/yourbiggestnightmare.m68k","online","2023-09-23 20:28:36","malware_download","None","https://urlhaus.abuse.ch/url/2713487/","abuse_ch"
"2713478","2023-09-23 08:26:05","http://5.181.80.77/hiddenbin/boatnet.sh4","online","2023-09-23 20:05:58","malware_download","elf,opendir","https://urlhaus.abuse.ch/url/2713478/","abuse_ch"
"2713479","2023-09-23 08:26:05","http://5.181.80.77/hiddenbin/boatnet.arm7","online","2023-09-23 20:29:03","malware_download","elf,opendir","https://urlhaus.abuse.ch/url/2713479/","abuse_ch"
"2713480","2023-09-23 08:26:05","http://5.181.80.77/hiddenbin/boatnet.mips","online","2023-09-23 20:15:49","malware_download","elf,opendir","https://urlhaus.abuse.ch/url/2713480/","abuse_ch"
"2713481","2023-09-23 08:26:05","http://5.181.80.77/hiddenbin/boatnet.arc","online","2023-09-23 19:47:56","malware_download","elf,opendir","https://urlhaus.abuse.ch/url/2713481/","abuse_ch"
"2713482","2023-09-23 08:26:05","http://5.181.80.77/hiddenbin/boatnet.spc","online","2023-09-23 20:06:16","malware_download","elf,opendir","https://urlhaus.abuse.ch/url/2713482/","abuse_ch"
"2713483","2023-09-23 08:26:05","http://5.181.80.77/hiddenbin/boatnet.arm","online","2023-09-23 20:29:51","malware_download","elf,opendir","https://urlhaus.abuse.ch/url/2713483/","abuse_ch"
"2713484","2023-09-23 08:26:05","http://5.181.80.77/hiddenbin/boatnet.arm6","online","2023-09-23 20:13:16","malware_download","elf,opendir","https://urlhaus.abuse.ch/url/2713484/","abuse_ch"
"2713485","2023-09-23 08:26:05","http://5.181.80.77/hiddenbin/boatnet.x86","online","2023-09-23 20:23:09","malware_download","elf,opendir","https://urlhaus.abuse.ch/url/2713485/","abuse_ch"
"2713486","2023-09-23 08:26:05","http://5.181.80.77/hiddenbin/boatnet.m68k","online","2023-09-23 19:52:07","malware_download","elf,opendir","https://urlhaus.abuse.ch/url/2713486/","abuse_ch"
"2713474","2023-09-23 08:26:04","http://5.181.80.77/hiddenbin/boatnet.mpsl","online","2023-09-23 20:18:28","malware_download","elf,opendir","https://urlhaus.abuse.ch/url/2713474/","abuse_ch"
